Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore
male,group A,some college,free/reduced,none,married,regularly,yes,0,school_bus,68
male,group D,some college,standard,completed,married,regularly,yes,1,school_bus,73
male,group B,associate's degree,standard,none,married,regularly,yes,6,school_bus,75
female,group D,high school,standard,completed,married,sometimes,yes,0,school_bus,84
male,group D,master's degree,standard,none,married,regularly,yes,0,private,89
male,group E,associate's degree,standard,,divorced,sometimes,no,1,private,70
male,group A,associate's degree,standard,none,married,sometimes,yes,2,private,70
female,group B,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,70
female,group E,some high school,standard,none,single,regularly,yes,3,school_bus,77
male,group C,associate's degree,standard,none,divorced,regularly,yes,5,private,91
male,group A,some college,free/reduced,none,single,sometimes,yes,5,school_bus,55
male,group E,master's degree,free/reduced,none,married,regularly,yes,1,,94
male,,high school,standard,none,single,sometimes,yes,7,,76
female,group E,some high school,standard,,married,sometimes,no,3,school_bus,54
female,group C,associate's degree,free/reduced,completed,married,regularly,yes,0,school_bus,83
male,group C,some college,free/reduced,none,divorced,sometimes,yes,0,school_bus,62
male,group D,high school,free/reduced,completed,married,sometimes,yes,4,school_bus,70
male,group B,,standard,none,single,never,no,4,,59
male,group B,some high school,standard,none,single,sometimes,yes,4,school_bus,68
male,group D,some college,standard,none,married,never,yes,5,private,87
female,group E,some college,standard,none,single,regularly,yes,0,school_bus,54
male,group C,associate's degree,free/reduced,completed,married,never,yes,2,private,74
female,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,private,65
male,group C,high school,free/reduced,none,divorced,sometimes,no,2,school_bus,67
female,group D,some high school,standard,completed,married,sometimes,no,3,private,48
male,group B,bachelor's degree,standard,none,married,sometimes,yes,2,private,100
female,group E,some high school,free/reduced,,married,regularly,yes,5,school_bus,81
female,group A,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,71
male,group D,,standard,none,single,sometimes,no,1,private,62
male,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,80
female,group E,some college,standard,none,married,regularly,no,1,school_bus,100
female,group C,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,59
male,group C,some high school,standard,none,single,sometimes,yes,3,private,74
female,group D,high school,free/reduced,none,married,regularly,yes,1,,49
male,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,71
male,group B,some college,standard,none,married,never,yes,1,private,74
female,group C,,standard,none,married,regularly,yes,3,private,50
male,group B,associate's degree,free/reduced,completed,married,sometimes,no,1,school_bus,63
female,group D,master's degree,free/reduced,none,single,sometimes,yes,7,school_bus,75
female,group E,associate's degree,free/reduced,none,divorced,sometimes,yes,5,school_bus,76
male,group A,high school,standard,none,married,never,yes,1,private,47
male,group D,associate's degree,free/reduced,none,single,regularly,yes,2,,66
female,group B,some high school,free/reduced,none,married,sometimes,yes,1,private,45
female,group C,some high school,standard,none,married,sometimes,yes,1,private,50
female,group E,associate's degree,standard,none,married,sometimes,yes,,private,84
female,group C,some high school,standard,completed,single,sometimes,yes,1,private,32
male,group E,high school,standard,,married,never,no,2,school_bus,73
female,group C,,standard,completed,married,regularly,no,2,private,84
female,group C,some college,standard,,divorced,regularly,no,2,private,61
male,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,66
male,group D,some college,free/reduced,none,single,sometimes,yes,,,48
male,,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,79
male,group C,associate's degree,standard,none,divorced,sometimes,no,7,school_bus,69
male,group D,bachelor's degree,standard,none,married,sometimes,yes,2,private,73
male,group D,some high school,standard,none,married,sometimes,yes,1,school_bus,56
male,group B,associate's degree,free/reduced,none,married,never,yes,0,private,62
female,group D,some college,free/reduced,completed,married,sometimes,no,3,,75
female,group D,some high school,standard,none,married,sometimes,yes,0,school_bus,54
female,group D,master's degree,free/reduced,none,single,never,no,5,private,77
female,group C,associate's degree,standard,none,married,sometimes,yes,7,school_bus,73
female,group C,associate's degree,standard,none,single,sometimes,yes,1,school_bus,55
female,group B,bachelor's degree,standard,completed,divorced,never,no,1,,79
male,group D,some high school,free/reduced,none,married,regularly,yes,0,,56
male,group E,high school,standard,none,married,never,,2,school_bus,54
male,,associate's degree,free/reduced,none,married,regularly,no,3,private,55
female,,associate's degree,standard,none,married,sometimes,yes,3,private,64
female,group E,some high school,standard,none,single,sometimes,yes,3,private,93
female,group D,some high school,standard,none,married,regularly,no,,,79
male,group D,bachelor's degree,standard,,married,sometimes,no,3,private,72
male,group C,high school,free/reduced,none,single,sometimes,yes,1,private,33
male,group D,high school,standard,,married,regularly,yes,2,school_bus,80
male,,high school,standard,none,divorced,never,yes,2,school_bus,40
female,group D,master's degree,free/reduced,completed,single,never,yes,2,private,72
female,group B,some college,free/reduced,none,divorced,regularly,no,1,private,65
male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,4,school_bus,75
male,,bachelor's degree,standard,completed,divorced,regularly,yes,1,school_bus,95
male,group D,high school,standard,none,married,sometimes,yes,0,private,84
male,group D,some college,standard,,married,sometimes,yes,2,school_bus,79
male,group C,some college,standard,completed,single,sometimes,yes,1,school_bus,98
male,group D,high school,free/reduced,none,single,sometimes,no,1,school_bus,42
male,group E,master's degree,free/reduced,none,single,never,no,2,,76
female,group B,bachelor's degree,standard,none,married,sometimes,no,6,school_bus,68
male,group C,high school,standard,completed,single,sometimes,yes,1,private,69
male,group C,some college,standard,completed,single,sometimes,no,3,school_bus,82
male,group A,high school,standard,completed,single,sometimes,yes,,private,85
male,group D,high school,free/reduced,completed,single,sometimes,yes,2,school_bus,52
male,group D,master's degree,standard,none,single,regularly,yes,,private,72
male,group B,,standard,none,married,regularly,yes,2,private,76
female,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,62
female,group B,high school,standard,completed,single,regularly,no,1,school_bus,62
male,group B,associate's degree,free/reduced,completed,single,sometimes,no,5,private,69
female,group E,some college,free/reduced,none,married,sometimes,no,4,private,68
male,group E,bachelor's degree,standard,completed,married,regularly,yes,0,private,100
male,group E,some high school,free/reduced,completed,single,sometimes,yes,1,school_bus,78
male,group D,associate's degree,free/reduced,none,married,regularly,no,,private,82
male,group D,some college,standard,none,divorced,sometimes,yes,3,school_bus,67
female,group C,some college,standard,none,married,regularly,yes,2,school_bus,61
female,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,46
female,group D,some high school,standard,none,divorced,regularly,yes,1,school_bus,81
male,group C,master's degree,standard,none,married,sometimes,yes,1,school_bus,66
female,group E,associate's degree,standard,none,married,sometimes,no,1,school_bus,80
male,group D,high school,standard,,married,regularly,no,5,,88
male,group E,high school,free/reduced,none,married,regularly,yes,1,school_bus,93
female,group B,some college,standard,none,married,sometimes,yes,4,private,60
female,group E,some college,standard,completed,single,sometimes,no,,private,72
male,group E,some college,free/reduced,none,married,sometimes,yes,4,school_bus,81
female,group D,high school,standard,none,married,sometimes,yes,0,school_bus,73
female,group B,some college,free/reduced,none,single,never,yes,0,school_bus,49
male,group C,bachelor's degree,standard,,married,sometimes,yes,0,school_bus,95
male,group E,some college,standard,completed,single,sometimes,yes,4,private,97
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,,72
male,group C,associate's degree,standard,none,divorced,sometimes,yes,0,private,81
female,group C,associate's degree,free/reduced,none,married,regularly,no,2,private,66
female,group D,bachelor's degree,standard,none,married,never,yes,3,private,80
male,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,0,private,80
male,group E,some college,free/reduced,none,single,sometimes,yes,1,school_bus,94
female,group D,associate's degree,free/reduced,none,married,sometimes,no,,school_bus,69
female,group C,some college,standard,none,married,sometimes,yes,2,school_bus,60
male,,high school,standard,none,married,,no,4,school_bus,68
male,group E,,free/reduced,none,married,sometimes,yes,,school_bus,83
female,group E,high school,standard,none,married,never,no,1,private,82
male,group B,some college,standard,completed,married,regularly,no,3,school_bus,81
female,group C,some high school,standard,none,single,regularly,yes,2,private,68
male,group C,some college,free/reduced,completed,married,regularly,yes,1,school_bus,47
female,group C,,standard,none,divorced,sometimes,no,1,school_bus,67
male,,master's degree,standard,completed,married,regularly,yes,1,private,86
female,group B,high school,standard,,married,sometimes,no,1,,59
male,group C,master's degree,standard,none,,regularly,yes,4,school_bus,100
female,group D,high school,standard,completed,married,never,yes,3,school_bus,90
male,,associate's degree,standard,none,married,sometimes,yes,2,private,54
male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,45
male,group C,master's degree,standard,completed,single,regularly,,1,private,71
female,group C,associate's degree,standard,none,divorced,regularly,yes,0,school_bus,89
female,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,61
female,group C,high school,free/reduced,none,married,regularly,no,1,school_bus,38
male,,master's degree,free/reduced,none,married,never,yes,3,private,54
female,group C,associate's degree,standard,none,single,sometimes,yes,4,private,57
male,group A,some high school,standard,none,married,sometimes,yes,4,school_bus,57
male,group C,high school,free/reduced,,married,sometimes,yes,4,school_bus,67
male,group B,some high school,standard,completed,married,sometimes,yes,2,school_bus,54
female,group C,some high school,free/reduced,none,married,regularly,no,1,private,41
male,group D,high school,free/reduced,none,married,sometimes,yes,4,private,49
male,group D,some college,free/reduced,completed,married,regularly,yes,1,private,64
male,group D,master's degree,standard,none,married,sometimes,yes,2,school_bus,58
male,group C,high school,standard,none,,regularly,yes,,school_bus,81
female,group C,some college,standard,,divorced,sometimes,yes,3,private,85
male,group C,some high school,standard,,married,regularly,yes,2,private,54
male,,bachelor's degree,standard,completed,divorced,regularly,yes,2,private,65
male,group A,associate's degree,standard,none,married,sometimes,yes,2,private,83
female,,,free/reduced,completed,divorced,regularly,yes,0,,53
male,group E,bachelor's degree,standard,none,single,sometimes,yes,4,school_bus,97
male,group E,associate's degree,standard,none,married,regularly,yes,3,school_bus,90
male,group A,bachelor's degree,standard,,divorced,regularly,yes,2,,94
male,group D,high school,standard,none,divorced,sometimes,no,3,,77
male,group E,bachelor's degree,free/reduced,none,single,regularly,yes,4,school_bus,47
female,group B,some college,standard,none,divorced,never,yes,0,private,48
male,group B,master's degree,standard,completed,married,sometimes,yes,3,private,61
female,group D,high school,standard,none,married,sometimes,no,2,school_bus,83
female,group B,associate's degree,standard,none,married,sometimes,yes,2,school_bus,61
female,group C,some college,standard,none,,regularly,yes,1,private,58
male,group D,associate's degree,standard,none,divorced,sometimes,yes,3,school_bus,85
female,group E,high school,free/reduced,none,married,regularly,no,1,school_bus,69
male,group D,high school,free/reduced,completed,married,sometimes,yes,1,private,73
male,group C,some college,standard,none,married,,yes,3,school_bus,56
male,group B,associate's degree,standard,completed,married,regularly,yes,4,,65
female,group C,some college,standard,completed,single,sometimes,no,5,private,82
female,group B,associate's degree,free/reduced,completed,married,regularly,,3,school_bus,55
male,group B,some high school,free/reduced,none,married,sometimes,yes,1,private,59
male,group D,,standard,completed,married,sometimes,yes,0,school_bus,76
male,group D,associate's degree,free/reduced,none,single,sometimes,,0,private,57
female,group A,some high school,standard,completed,married,regularly,yes,2,school_bus,50
female,group B,bachelor's degree,standard,completed,,sometimes,yes,2,school_bus,68
male,group A,associate's degree,standard,none,married,never,yes,1,school_bus,57
female,group E,master's degree,standard,none,married,sometimes,yes,,private,60
female,group D,bachelor's degree,standard,none,single,,yes,1,,71
female,group C,high school,standard,none,,sometimes,yes,2,school_bus,38
male,group B,some high school,standard,completed,married,sometimes,,2,school_bus,64
male,,bachelor's degree,standard,none,divorced,regularly,no,2,private,61
female,group D,bachelor's degree,standard,none,married,sometimes,yes,2,private,94
female,group C,master's degree,standard,none,single,regularly,yes,1,school_bus,71
male,group E,high school,standard,none,married,sometimes,yes,2,school_bus,74
male,group B,high school,free/reduced,completed,divorced,sometimes,yes,2,private,55
male,group D,,standard,none,married,sometimes,,7,school_bus,84
female,group C,associate's degree,standard,none,,sometimes,yes,0,private,89
male,group D,associate's degree,standard,none,married,never,no,1,school_bus,47
female,group D,high school,standard,completed,married,regularly,yes,,school_bus,49
male,group C,high school,standard,none,married,regularly,yes,2,private,82
male,group D,high school,free/reduced,none,married,sometimes,yes,3,school_bus,68
female,group D,some college,standard,,single,regularly,no,1,school_bus,67
male,group E,high school,free/reduced,none,married,sometimes,no,1,school_bus,74
male,group B,some high school,free/reduced,completed,married,sometimes,no,,school_bus,65
female,group E,,standard,completed,married,sometimes,yes,2,school_bus,81
male,group D,some high school,free/reduced,completed,single,sometimes,yes,4,,58
male,group E,master's degree,free/reduced,completed,single,regularly,no,4,school_bus,82
male,group C,some college,standard,none,single,sometimes,yes,1,school_bus,60
female,group B,associate's degree,standard,completed,married,never,no,2,private,79
male,group D,bachelor's degree,standard,completed,married,never,yes,1,school_bus,71
female,group B,some college,standard,none,married,sometimes,yes,3,school_bus,68
female,group E,master's degree,free/reduced,none,single,never,no,3,school_bus,74
male,group D,associate's degree,standard,none,married,regularly,yes,4,private,63
female,group C,,standard,none,married,regularly,yes,4,,47
female,group E,master's degree,free/reduced,none,divorced,sometimes,yes,2,school_bus,58
female,group B,some college,standard,,married,regularly,yes,4,,50
female,group D,some high school,standard,completed,married,,no,4,private,54
male,group D,some college,standard,none,married,sometimes,no,3,,73
female,group E,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,66
male,group D,,free/reduced,none,married,regularly,yes,2,school_bus,92
female,group D,associate's degree,standard,completed,married,sometimes,yes,0,private,86
female,group D,bachelor's degree,standard,none,married,sometimes,,1,,69
female,group C,some high school,standard,completed,single,sometimes,yes,2,school_bus,65
male,group C,master's degree,free/reduced,none,married,sometimes,no,3,,88
male,group B,high school,free/reduced,none,single,regularly,no,2,school_bus,72
male,group E,some high school,free/reduced,none,married,never,yes,1,school_bus,66
male,group C,some college,standard,none,married,sometimes,yes,0,school_bus,88
female,group A,some college,standard,completed,,regularly,yes,4,,50
female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,,private,69
male,group C,some high school,standard,none,married,never,no,3,school_bus,57
male,group C,some high school,free/reduced,none,single,sometimes,,0,school_bus,41
female,group D,,standard,none,married,never,yes,1,school_bus,76
male,group C,some high school,free/reduced,none,single,regularly,yes,4,private,58
male,group C,associate's degree,standard,completed,divorced,sometimes,no,3,school_bus,88
male,group A,some high school,standard,completed,,never,no,2,school_bus,61
female,group E,master's degree,free/reduced,completed,married,regularly,no,4,school_bus,57
female,group A,some college,standard,completed,married,sometimes,no,1,school_bus,66
male,group D,bachelor's degree,standard,none,married,sometimes,yes,4,private,85
female,group C,master's degree,standard,none,married,sometimes,yes,6,private,71
female,group D,high school,free/reduced,completed,married,never,yes,3,school_bus,45
female,group D,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,55
male,group C,some college,standard,none,married,regularly,yes,0,school_bus,54
male,group D,,free/reduced,none,divorced,sometimes,no,3,school_bus,53
female,group E,associate's degree,standard,none,married,never,no,3,school_bus,82
male,group D,some college,standard,none,single,sometimes,yes,1,school_bus,67
female,group C,some college,standard,none,single,never,no,3,school_bus,49
female,group A,associate's degree,standard,completed,single,regularly,yes,4,private,48
female,group B,some high school,standard,completed,single,never,yes,2,school_bus,60
female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,75
male,group C,associate's degree,standard,none,single,sometimes,yes,2,school_bus,47
female,group B,some high school,free/reduced,completed,married,regularly,yes,2,school_bus,54
male,group D,high school,free/reduced,none,married,sometimes,yes,5,private,74
female,group D,some high school,free/reduced,completed,divorced,sometimes,yes,4,private,64
male,group B,high school,standard,none,divorced,regularly,yes,1,private,58
female,group A,some high school,standard,none,divorced,sometimes,yes,0,school_bus,51
female,group C,,free/reduced,completed,married,regularly,yes,2,,47
female,,associate's degree,free/reduced,none,single,regularly,no,1,,43
male,,associate's degree,standard,completed,married,regularly,yes,2,private,63
female,group B,some college,standard,completed,married,sometimes,no,2,,40
female,,some high school,standard,none,single,sometimes,yes,2,,65
female,,associate's degree,standard,none,single,regularly,no,1,school_bus,55
male,group D,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,64
female,group E,some college,standard,completed,single,never,yes,4,school_bus,70
male,group C,associate's degree,standard,completed,divorced,sometimes,yes,3,school_bus,98
female,group C,associate's degree,standard,completed,divorced,regularly,yes,4,school_bus,79
male,group C,bachelor's degree,standard,completed,single,sometimes,,2,school_bus,73
male,group A,some high school,standard,none,married,regularly,yes,0,school_bus,82
female,group C,associate's degree,standard,none,married,sometimes,yes,2,school_bus,68
female,group B,bachelor's degree,standard,none,,regularly,no,4,school_bus,59
male,group C,some college,free/reduced,none,single,never,yes,3,private,44
female,group E,high school,standard,completed,widowed,regularly,yes,3,,53
female,group B,associate's degree,standard,completed,single,sometimes,yes,3,private,57
female,group A,some high school,standard,completed,divorced,regularly,yes,3,,64
female,group E,some college,standard,none,married,regularly,no,3,school_bus,64
male,group B,master's degree,free/reduced,none,single,sometimes,yes,1,school_bus,67
female,group C,master's degree,free/reduced,none,single,sometimes,no,,school_bus,55
female,group B,bachelor's degree,standard,,married,sometimes,no,2,school_bus,56
male,group D,some college,standard,none,single,sometimes,no,2,school_bus,70
female,group B,some college,free/reduced,,divorced,sometimes,yes,,private,38
female,group D,some high school,free/reduced,none,married,never,yes,2,private,54
male,group C,high school,standard,completed,married,sometimes,no,5,school_bus,56
female,group C,high school,standard,none,single,sometimes,yes,3,private,84
female,group D,some high school,standard,completed,divorced,sometimes,yes,4,school_bus,78
female,group C,some high school,standard,completed,single,sometimes,no,1,private,69
male,group E,bachelor's degree,standard,none,married,sometimes,yes,,private,97
male,group D,associate's degree,free/reduced,none,married,regularly,no,3,private,69
male,group B,some college,standard,none,widowed,regularly,yes,0,school_bus,46
female,group D,associate's degree,standard,none,married,sometimes,yes,4,private,55
male,group B,some college,standard,none,divorced,regularly,yes,4,school_bus,50
male,group D,some high school,standard,none,widowed,never,yes,2,private,68
male,group A,some college,standard,none,divorced,sometimes,yes,1,school_bus,57
female,group E,some high school,standard,none,divorced,sometimes,no,1,private,79
female,group C,high school,free/reduced,none,single,never,yes,2,school_bus,45
male,group D,some college,standard,none,married,regularly,yes,3,,74
male,group E,some college,free/reduced,none,divorced,sometimes,yes,4,private,67
female,group B,some high school,standard,none,single,sometimes,no,2,school_bus,22
female,group D,some high school,free/reduced,,single,regularly,yes,3,school_bus,44
male,group D,associate's degree,standard,completed,married,regularly,yes,4,private,61
female,group E,associate's degree,standard,none,divorced,never,no,3,private,48
male,group C,some college,standard,completed,married,sometimes,yes,0,private,54
female,group D,some high school,free/reduced,none,single,never,yes,2,school_bus,47
male,group D,associate's degree,standard,none,married,sometimes,yes,1,school_bus,71
female,group E,bachelor's degree,standard,completed,single,regularly,no,4,school_bus,74
female,group C,some college,standard,none,married,sometimes,no,1,private,57
female,group D,high school,standard,completed,married,never,yes,,school_bus,62
female,group B,some college,standard,none,married,sometimes,yes,0,,65
male,group E,high school,standard,completed,married,sometimes,yes,1,private,97
male,group C,master's degree,standard,none,married,never,yes,5,school_bus,78
female,,some college,standard,none,divorced,never,yes,2,private,64
female,group C,bachelor's degree,free/reduced,none,,regularly,yes,2,,37
female,group D,some high school,free/reduced,none,divorced,sometimes,no,4,private,32
female,group B,high school,free/reduced,completed,married,never,yes,2,private,37
female,group A,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,87
female,group C,master's degree,free/reduced,none,married,regularly,yes,1,school_bus,52
male,group A,some college,standard,completed,divorced,regularly,no,3,school_bus,71
female,group A,some college,free/reduced,none,single,sometimes,no,1,school_bus,44
female,group D,some college,free/reduced,none,married,sometimes,no,3,private,51
female,group D,some high school,free/reduced,none,divorced,regularly,yes,3,school_bus,41
female,group C,some college,free/reduced,none,single,never,yes,2,private,47
female,group D,some high school,standard,none,single,regularly,yes,0,private,57
male,group A,high school,standard,none,married,regularly,yes,3,school_bus,52
female,group B,some college,standard,completed,married,regularly,yes,7,school_bus,69
female,group A,associate's degree,free/reduced,none,married,regularly,yes,0,school_bus,45
male,,associate's degree,free/reduced,completed,married,sometimes,no,4,private,84
male,group D,,free/reduced,none,married,sometimes,yes,0,private,50
male,group B,master's degree,free/reduced,none,married,regularly,no,3,school_bus,74
female,group C,,free/reduced,none,divorced,sometimes,yes,2,private,72
male,group B,some college,standard,none,single,never,yes,3,private,75
female,group C,high school,standard,,married,regularly,yes,1,,79
male,group C,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,57
male,group A,some college,standard,completed,married,regularly,yes,1,private,83
male,group C,master's degree,free/reduced,completed,single,regularly,no,2,private,73
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,private,61
female,group D,high school,standard,completed,married,sometimes,yes,2,private,70
male,group E,some college,standard,none,widowed,regularly,no,1,,100
male,group D,some high school,free/reduced,none,married,regularly,no,4,private,57
male,group A,high school,free/reduced,none,married,sometimes,no,4,school_bus,53
female,,some college,free/reduced,none,married,regularly,yes,0,school_bus,66
male,group D,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,55
male,group C,some high school,free/reduced,none,married,sometimes,no,2,private,51
female,group A,,standard,none,divorced,sometimes,yes,3,school_bus,75
male,group D,bachelor's degree,standard,none,married,regularly,yes,7,,95
male,group E,master's degree,standard,none,married,sometimes,yes,3,private,87
female,group D,high school,standard,none,divorced,sometimes,yes,0,,80
male,group D,bachelor's degree,standard,completed,single,regularly,yes,,private,91
male,,some college,standard,none,married,regularly,yes,1,school_bus,74
female,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,69
male,group A,bachelor's degree,standard,none,single,sometimes,yes,1,private,59
male,group E,high school,free/reduced,none,married,regularly,yes,4,school_bus,65
female,group C,some college,standard,completed,single,regularly,yes,,private,67
male,group D,associate's degree,standard,completed,single,never,yes,3,private,60
male,group C,,standard,none,single,sometimes,yes,1,school_bus,80
female,group C,some college,standard,none,married,sometimes,no,4,school_bus,28
male,group B,associate's degree,free/reduced,none,single,never,yes,2,private,27
female,,some college,standard,none,married,sometimes,no,1,school_bus,59
male,group A,associate's degree,standard,none,single,sometimes,no,1,private,63
male,group B,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,91
male,group C,some college,standard,none,single,never,yes,4,school_bus,90
male,group D,master's degree,standard,completed,married,,yes,3,private,100
male,group E,some high school,standard,none,married,regularly,yes,2,school_bus,61
female,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,private,58
male,group B,some college,free/reduced,completed,married,sometimes,no,3,school_bus,51
male,group C,associate's degree,standard,completed,married,sometimes,yes,3,private,62
male,group C,,standard,,married,regularly,yes,1,,39
male,group A,,standard,none,married,never,yes,3,school_bus,76
male,group C,master's degree,standard,none,married,never,,3,private,65
female,group C,bachelor's degree,standard,none,single,regularly,no,3,school_bus,85
male,group A,some high school,standard,none,widowed,regularly,yes,5,school_bus,64
male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,69
female,group B,high school,standard,none,married,regularly,yes,2,school_bus,60
male,group D,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,85
male,group D,master's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,89
female,group C,,standard,completed,married,sometimes,no,3,private,76
male,group B,some college,standard,completed,widowed,regularly,yes,2,,76
male,group D,some college,free/reduced,completed,married,sometimes,yes,1,private,91
female,group C,associate's degree,free/reduced,none,single,regularly,yes,3,school_bus,83
female,group E,associate's degree,free/reduced,completed,married,,no,2,school_bus,71
male,group B,some college,standard,none,married,sometimes,no,3,school_bus,83
female,group E,some college,standard,none,married,regularly,no,4,private,92
male,group B,high school,free/reduced,none,single,regularly,yes,1,,82
male,,some college,standard,none,divorced,regularly,yes,2,school_bus,71
male,group E,high school,standard,none,single,sometimes,no,1,private,54
female,group B,high school,standard,completed,married,sometimes,yes,3,school_bus,71
female,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,64
female,group B,associate's degree,standard,none,single,never,no,1,school_bus,65
female,group C,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,79
female,,bachelor's degree,standard,none,married,regularly,yes,2,private,65
male,group E,some high school,free/reduced,completed,married,sometimes,no,3,school_bus,59
male,group E,high school,standard,none,married,never,no,,school_bus,66
male,group C,some high school,standard,none,married,sometimes,yes,2,private,86
female,group A,associate's degree,standard,none,married,sometimes,no,1,private,80
male,group C,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,83
female,group B,some high school,standard,completed,married,sometimes,no,1,private,69
male,group C,associate's degree,free/reduced,none,divorced,never,yes,3,school_bus,57
female,group E,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,61
male,group D,high school,standard,none,married,regularly,yes,0,school_bus,62
male,group D,associate's degree,standard,,married,regularly,yes,4,school_bus,80
male,,some college,free/reduced,none,married,never,yes,3,school_bus,59
male,group C,some high school,standard,completed,married,sometimes,yes,1,school_bus,79
female,group B,master's degree,standard,completed,single,never,,2,school_bus,79
female,group E,bachelor's degree,standard,completed,married,regularly,yes,4,school_bus,80
female,group E,some college,standard,none,single,never,yes,1,school_bus,93
female,group B,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,75
female,group C,some college,standard,completed,single,sometimes,yes,0,school_bus,85
male,group A,some college,standard,none,married,,yes,1,school_bus,73
male,group C,some high school,standard,,single,sometimes,yes,2,school_bus,58
female,group D,some high school,standard,none,married,regularly,no,1,school_bus,48
male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,50
male,group C,some high school,standard,completed,married,regularly,yes,0,private,90
male,group E,some college,standard,none,married,sometimes,yes,2,school_bus,73
male,group E,bachelor's degree,standard,completed,married,sometimes,no,2,private,79
male,,some college,standard,completed,married,regularly,no,2,school_bus,76
female,group B,,standard,none,single,sometimes,no,3,private,56
male,group B,high school,standard,none,married,never,no,3,school_bus,54
male,group B,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,60
female,group D,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,64
male,group E,,standard,none,married,sometimes,no,2,private,73
male,group D,some college,free/reduced,none,married,regularly,yes,,,71
female,group B,some high school,standard,,single,sometimes,no,3,private,54
female,group E,high school,standard,none,married,never,yes,7,private,78
female,group E,,free/reduced,completed,single,sometimes,yes,4,school_bus,62
male,group C,high school,free/reduced,completed,divorced,never,no,3,school_bus,63
female,group D,master's degree,standard,none,married,sometimes,yes,1,private,66
female,group E,high school,standard,completed,single,regularly,no,2,school_bus,97
male,group C,associate's degree,standard,none,divorced,never,no,2,private,54
female,group C,some high school,free/reduced,completed,divorced,regularly,yes,5,private,48
female,,some college,standard,none,single,sometimes,yes,2,school_bus,73
male,group B,some high school,standard,none,married,sometimes,yes,0,,43
female,group B,high school,standard,none,married,sometimes,yes,0,school_bus,64
male,group D,some high school,free/reduced,none,single,regularly,no,3,school_bus,66
male,group E,some high school,standard,,single,regularly,yes,3,private,94
female,group B,high school,standard,none,divorced,regularly,no,2,school_bus,72
female,group B,associate's degree,free/reduced,completed,married,sometimes,no,1,private,53
female,group E,some high school,standard,completed,married,sometimes,no,4,private,69
male,group B,master's degree,free/reduced,,married,sometimes,yes,1,private,63
male,group E,,free/reduced,none,married,,no,2,school_bus,90
male,group C,some high school,standard,none,single,regularly,yes,0,school_bus,67
female,,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,52
female,group C,associate's degree,free/reduced,none,married,sometimes,no,1,private,66
female,group C,high school,standard,none,married,never,yes,2,,32
male,group A,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,63
male,,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,91
female,group D,associate's degree,standard,none,married,regularly,yes,1,private,81
female,group A,associate's degree,standard,completed,single,sometimes,yes,1,private,46
female,group C,bachelor's degree,standard,completed,widowed,sometimes,yes,4,school_bus,56
female,group C,some college,standard,none,single,regularly,no,2,school_bus,77
male,group D,high school,standard,none,single,regularly,yes,2,school_bus,97
